ENTREZID	SYMBOL
130355	C2orf76
509	ATP5F1C
64115	VSIR
7508	XPC
23108	RAP1GAP2
5529	PPP2R5E
55250	ELP2
54558	SPATA6
23301	EHBP1
6477	SIAH1
9619	ABCG1
728113	ANXA8L1
64114	TMBIM1
340348	TSPAN33
26224	FBXL3
57538	ALPK3
84926	SPRYD3
8776	MTMR1
83539	CHST9
3992	FADS1
51426	POLK
162993	ZNF846
25797	QPCT
54737	MPHOSPH8
114659	LRRC37B
754	PTTG1IP
4713	NDUFB7
1936	EEF1D
9567	GTPBP1
5723	PSPH
146691	TOM1L2
57148	RALGAPB
6150	MRPL23
10121	ACTR1A
286053	NSMCE2
81887	LAS1L
7567	ZNF19
3064	HTT
6187	RPS2
54998	AURKAIP1
57524	CASKIN1
89970	RSPRY1
23335	WDR7
5209	PFKFB3
55110	MAGOHB
7873	MANF
55745	AP5M1
4637	MYL6
1366	CLDN7
79930	DOK3
152559	PAQR3
6838	SURF6
51324	SPG21
10602	CDC42EP3
3146	HMGB1
10252	SPRY1
5360	PLTP
85012	TCEAL3
9404	LPXN
11332	ACOT7
7080	NKX2-1
140606	SELENOM
55210	ATAD3A
5526	PPP2R5B
10600	USP16
23037	PDZD2
388753	COA6
304	ANXA2P2
65109	UPF3B
85013	TMEM128
9742	IFT140
11103	KRR1
2803	GOLGA4
10213	PSMD14
284702	NA
100505549	ATP8B1-AS1
84284	NTPCR
6874	TAF4
54453	RIN2
7163	TPD52
125144	SNHG29
158160	HSD17B7P2
7786	MAP3K12
79634	SCRN3
56548	CHST7
81858	SHARPIN
4017	LOXL2
79786	KLHL36
9686	VGLL4
85444	LRRCC1
5993	RFX5
1729	DIAPH1
84765	ZNF577
2969	GTF2I
59271	EVA1C
5019	OXCT1
144100	PLEKHA7
80745	THUMPD2
4059	BCAM
55636	CHD7
125111	GJD3
221035	REEP3
9318	COPS2
3987	LIMS1
201254	CENPX
51061	TXNDC11
80262	PHAF1
26269	FBXO8
5771	PTPN2
10775	POP4
201931	TMEM192
28976	ACAD9
100996724	PDE4DIPP2
10568	SLC34A2
58527	ABRACL
51136	RNFT1
79058	ASPSCR1
79598	CEP97
27132	CPNE7
79157	MFSD11
122622	ADSS1
3185	HNRNPF
55665	URGCP
115817	DHRS1
3613	IMPA2
56904	SH3GLB2
745	MYRF
131965	METTL6
65999	LRRC61
643155	SMIM15
441478	NRARP
100652768	LOC100652768
81786	TRIM7
90196	SYS1
100131564	CCDC18-AS1
7587	ZNF37A
11190	CEP250
8945	BTRC
100289097	FRG1CP
51184	GPN3
64105	CENPK
282997	PDCD4-AS1
84975	MFSD5
3852	KRT5
84255	SLC37A3
5305	PIP4K2A
4131	MAP1B
2327	FMO2
118429	ANTXR2
4240	MFGE8
60678	EEFSEC
79987	SVEP1
23635	SSBP2
64757	MTARC1
89781	HPS4
81570	CLPB
51065	RPS27L
2172	FABP6
4306	NR3C2
55783	CMTR2
23168	RTF1
4148	MATN3
6167	RPL37
83714	NRIP2
399726	MIR1915HG
55170	PRMT6
79621	RNASEH2B
2059	EPS8
83468	GLT8D2
91942	NDUFAF2
9141	PDCD5
147804	TPM3P9
3653	IPW
22906	TRAK1
80063	ATF7IP2
1489	CTF1
340547	VSIG1
644	BLVRA
25945	NECTIN3
471	ATIC
151056	PLB1
10787	NCKAP1
8543	LMO4
5151	PDE8A
665	BNIP3L
8481	OFD1
100128782	ERCC6L2-AS1
83891	SNX25
9358	ITGBL1
10236	HNRNPR
23593	HEBP2
80818	ZNF436
55749	CCAR1
51006	SLC35C2
64318	NOC3L
3755	KCNG1
400673	VMAC
29089	UBE2T
5017	OVOL1
129401	NUP35
8438	RAD54L
51657	STYXL1
128077	LIX1L
10293	TRAIP
60386	SLC25A19
7638	ZNF221
6707	SPRR3
90338	ZNF160
9753	ZSCAN12
7494	XBP1
79874	RABEP2
1958	EGR1
84905	ZNF341
130589	GALM
4008	LMO7
55601	DDX60
57674	RNF213
51421	AMOTL2
2548	GAA
55055	ZWILCH
54870	QRICH1
10802	SEC24A
79833	GEMIN6
103091866	LINC01145
27113	BBC3
5420	PODXL
7009	TMBIM6
5286	PIK3C2A
285359	PDCL3P4
2720	GLB1
374899	ZNF829
103910	MYL12B
4539	ND4L
1488	CTBP2
25959	KANK2
64895	PAPOLG
5274	SERPINI1
65251	ZNF649
144568	A2ML1
23580	CDC42EP4
100131211	NEMP2
4357	MPST
80232	WDR26
1725	DHPS
54828	BCAS3
84080	ENKD1
219854	TMEM218
10935	PRDX3
124540	MSI2
342926	ZNF677
651746	ANKRD33B
10723	SLC12A7
23429	RYBP
9616	RNF7
80152	CENPT
8517	IKBKG
10398	MYL9
51117	COQ4
729648	ZNF812P
5692	PSMB4
66008	TRAK2
91782	CHMP7
4289	MKLN1
220136	CFAP53
23390	ZDHHC17
23347	SMCHD1
84945	ABHD13
91283	MSANTD3
374868	ATP9B
83637	ZMIZ2
6484	ST3GAL4
204	AK2
396	ARHGDIA
8463	TEAD2
54918	CMTM6
25891	PAMR1
4931	NVL
1363	CPE
171425	CLYBL
5639	PRRG2
94081	SFXN1
4217	MAP3K5
65065	NBEAL1
6904	TBCD
55839	CENPN
4943	TBC1D25
5869	RAB5B
9388	LIPG
23420	NOMO1
728975	CAPN1-AS1
7019	TFAM
10498	CARM1
84514	GHDC
9321	TRIP11
90673	PPP1R3E
6530	SLC6A2
57333	RCN3
399909	PCNX3
2526	FUT4
339942	H1-10-AS1
692086	SNORD17
60492	CCDC90B
57175	CORO1B
10344	CCL26
113278	SLC52A3
2512	FTL
4538	ND4
1627	DBN1
984	CDK11B
100133331	NA
10400	PEMT
64221	ROBO3
53339	BTBD1
146857	SLFN13
339400	FLG-AS1
56951	C5orf15
153830	RNF145
284371	ZNF841
3921	RPSA
5586	PKN2
101927204	FAM111A-DT
4909	NTF4
7005	TEAD3
51253	MRPL37
131616	TMEM42
347	APOD
375260	WASH2P
64786	TBC1D15
26043	UBXN7
6507	SLC1A3
729013	ZBED5-AS1
51747	LUC7L3
404672	GTF2H5
10434	LYPLA1
114789	SLC25A25
84517	ACTRT3
55293	UEVLD
4899	NRF1
5583	PRKCH
5226	PGD
1938	EEF2
53981	CPSF2
83756	TAS1R3
105378948	LOC105378948
80119	PIF1
1809	DPYSL3
26000	TBC1D10B
8192	CLPP
157695	TDRP
54850	FBXL12
26112	CCDC69
4650	MYO9B
2887	GRB10
1974	EIF4A2
339761	CYP27C1
5290	PIK3CA
23233	EXOC6B
54899	PXK
54946	SLC41A3
2161	F12
121551	ABTB3
388569	ZNF324B
84964	ALKBH6
79004	CUEDC2
1877	E4F1
51388	NIP7
8813	DPM1
55793	MINDY1
54765	TRIM44
55366	LGR4
84532	ACSS1
9961	MVP
9904	RBM19
56478	EIF4ENIF1
388591	RNF207
1915	EEF1A1
57498	KIDINS220
85360	SYDE1
27018	BEX3
10970	CKAP4
153396	TMEM161B
5877	RABIF
55204	GOLPH3L
29901	SAC3D1
9879	DDX46
1191	CLU
9510	ADAMTS1
157769	FAM91A1
8841	HDAC3
54554	WDR5B
54823	SWT1
2037	EPB41L2
1031	CDKN2C
219749	ZNF25
64320	RNF25
9572	NR1D1
8721	EDF1
22908	SACM1L
8987	STBD1
50810	HDGFL3
143187	VTI1A
54965	PIGX
28989	NTMT1
353	APRT
1265	CNN2
912	CD1D
27175	TUBG2
65998	ZFTA
11073	TOPBP1
8502	PKP4
56731	SLC2A4RG
9924	PAN2
84881	RPUSD4
22943	DKK1
5224	PGAM2
8406	SRPX
4133	MAP2
3669	ISG20
80012	PHC3
5437	POLR2H
157680	VPS13B
55630	SLC39A4
84971	ATG4D
4893	NRAS
3425	IDUA
56945	MRPS22
55975	KLHL7
84516	DCTN5
126969	SLC44A3
5394	EXOSC10
5832	ALDH18A1
4436	MSH2
1434	CSE1L
5441	POLR2L
80185	TTI2
4141	MARS1
5681	PSKH1
3191	HNRNPL
9696	CROCC
83478	ARHGAP24
5052	PRDX1
123207	C15orf40
6645	SNTB2
23107	MRPS27
8763	CD164
79608	RIC3
79868	ALG13
80176	SPSB1
10628	TXNIP
6944	VPS72
10527	IPO7
23641	LDOC1
100506178	STEAP1B-AS1
7013	TERF1
79832	QSER1
1795	DOCK3
8867	SYNJ1
148789	B3GALNT2
9398	CD101
5947	RBP1
48	ACO1
5827	PXMP2
6695	SPOCK1
1213	CLTC
5317	PKP1
6857	SYT1
54851	ANKRD49
10903	MTMR11
4942	OAT
8365	H4C8
139231	FAM199X
100129195	ZSCAN16-AS1
57619	SHROOM3
5500	PPP1CB
9688	NUP93
255231	MCOLN2
51272	BET1L
113026	PLCD3
374655	ZNF710
65018	PINK1
9204	ZMYM6
11099	PTPN21
60485	SAV1
120103	SLC36A4
26094	DCAF4
23527	ACAP2
60686	C14orf93
9167	COX7A2L
55790	CSGALNACT1
221960	CCZ1B
55107	ANO1
154467	CCDC167
652	BMP4
90850	ZNF598
80034	CSRNP3
10094	ARPC3
138639	PTPDC1
2937	GSS
84896	ATAD1
59342	SCPEP1
5635	PRPSAP1
284217	LAMA1
239	ALOX12
2869	GRK5
7416	VDAC1
29058	TMEM230
222696	ZSCAN23
51181	DCXR
23269	MGA
2622	GAS8
54910	SEMA4C
9443	MED7
23051	ZHX3
51315	KRCC1
49860	CRNN
3098	HK1
8745	ADAM23
124995	MRPL10
79867	TCTN2
84002	B3GNT5
160418	TMTC3
11160	ERLIN2
79649	MAP7D3
126231	ZNF573
57522	SRGAP1
55779	CFAP44
2581	GALC
53836	GPR87
146059	CDAN1
57205	ATP10D
11240	PADI2
28998	MRPL13
7582	ZNF33B
127845	GOLT1A
5889	RAD51C
84261	FBXW9
127829	ARL8A
166647	ADGRA3
347517	RAB41
55844	PPP2R2D
23200	ATP11B
7770	ZNF227
55031	USP47
79823	CAMKMT
79006	METRN
4535	ND1
29904	EEF2K
11344	TWF2
3716	JAK1
54495	TMX3
1612	DAPK1
10286	BCAS2
3676	ITGA4
253558	LCLAT1
1515	CTSV
54994	GID8
552900	BOLA2
359845	RFLNB
55165	CEP55
7867	MAPKAPK3
5926	ARID4A
124045	SPATA33
19	ABCA1
26953	RANBP6
390963	ZNF818P
84876	ORAI1
91687	CENPL
4238	MFAP3
22824	HSPA4L
100506985	NCMAP-DT
25871	NEPRO
6118	RPA2
653635	WASH7P
57211	ADGRG6
2009	EML1
153364	MBLAC2
729359	PLIN4
57558	USP35
55147	RBM23
5536	PPP5C
10885	WDR3
7627	ZNF75A
51512	GTSE1
201232	SLC16A13
10049	DNAJB6
51606	ATP6V1H
10280	SIGMAR1
9352	TXNL1
169792	GLIS3
6538	SLC6A11
1747	DLX3
7844	RNF103
4731	NDUFV3
26994	RNF11
23331	TTC28
8660	IRS2
64359	NXN
51008	ASCC1
55623	THUMPD1
150383	CDPF1
57085	AGTRAP
79725	THAP9
351	APP
55308	DDX19A
90527	DUOXA1
10947	AP3M2
7205	TRIP6
79603	CERS4
84777	DLGAP1-AS2
222584	FAM83B
56006	SMG9
29103	DNAJC15
3151	HMGN2
64756	ATPAF1
3421	IDH3G
3658	IREB2
151246	SGO2
11216	AKAP10
55139	ANKZF1
113612	CYP2U1
57573	ZNF471
57000	GSN-AS1
57707	MEAK7
7769	ZNF226
8893	EIF2B5
83694	RPS6KL1
57221	ARFGEF3
6812	STXBP1
64743	WDR13
8933	RTL8C
1937	EEF1G
51808	PHAX
399744	LINC00999
57187	THOC2
81847	RNF146
79957	PAQR6
26747	NUFIP1
770	CA11
29959	NRBP1
5165	PDK3
7088	TLE1
22839	DLGAP4
125058	TBC1D16
9466	IL27RA
100	ADA
317749	DHRS4L2
83743	GRWD1
64783	RBM15
81619	TSPAN14
124044	SPATA2L
10455	ECI2
442578	STAG3L3
10346	TRIM22
4047	LSS
10452	TOMM40
5896	RAG1
55286	C4orf19
57600	FNIP2
54896	SLC66A1
57693	ZNF317
2888	GRB14
4928	NUP98
11018	TMED1
55258	THNSL2
25816	TNFAIP8
84159	ARID5B
92359	CRB3
3910	LAMA4
57835	SLC4A5
643837	LINC01128
2261	FGFR3
113828	FAM83F
10867	TSPAN9
22881	ANKRD6
55681	SCYL2
56652	TWNK
5795	PTPRJ
64328	XPO4
11142	PKIG
9610	RIN1
5693	PSMB5
115560	ZNF501
54788	DNAJB12
80028	FBXL18
100130890	TSTD3
79174	CRELD2
283335	TNS2-AS1
64840	PORCN
994	CDC25B
83700	JAM3
6626	SNRPA
55072	RNF31
950	SCARB2
23001	WDFY3
9863	MAGI2
84838	ZNF496
55588	MED29
81575	APOLD1
5831	PYCR1
10155	TRIM28
10549	PRDX4
400657	ZNF407-AS1
4571	TRNP
375133	PI4KAP2
171568	POLR3H
3614	IMPDH1
100996763	NOTCH2NLB
22996	TTC39A
80347	COASY
440515	ZNF506
7417	VDAC2
10205	MPZL2
80213	TM2D3
284307	ZIK1
55082	ARGLU1
151188	ARL6IP6
114822	RHPN1
29998	BICRA
114134	SLC2A13
10567	RABAC1
56256	SERTAD4
81930	KIF18A
29063	ZCCHC4
127002	ATXN7L2
54621	VSIG10
57209	ZNF248
4644	MYO5A
5509	PPP1R3D
81542	TMX1
57466	SCAF4
155400	NSUN5P1
123920	CMTM3
80233	FAAP100
51083	GAL
1048	CEACAM5
64582	GPR135
158405	KIAA1958
51073	MRPL4
54434	SSH1
54480	CHPF2
2524	FUT2
6878	TAF6
144165	PRICKLE1
23598	PATZ1
9677	PPIP5K1
55652	SLC48A1
25902	MTHFD1L
22800	RRAS2
56929	FEM1C
149420	PDIK1L
3748	KCNC3
159	ADSS2
3977	LIFR
4747	NEFL
6636	SNRPF
3485	IGFBP2
6049	RNF6
51593	SRRT
23174	ZCCHC14
105371397	NA
79567	RIPOR1
85352	SHISAL1
10634	GAS2L1
10983	CCNI
51661	FKBP7
54535	CCHCR1
26227	PHGDH
83990	BRIP1
23194	FBXL7
8835	SOCS2
55011	PIH1D1
207063	DHRSX
57711	ZNF529
84679	SLC9A7
26027	ACOT11
79627	OGFRL1
353116	RILPL1
222389	BEND7
221092	HNRNPUL2
5303	PIN4
26791	SNORD58A
81533	ITFG1
885	CCK
245812	CNPY4
100137047	JMJD7
79959	CEP76
57215	THAP11
8563	THOC5
90806	ANGEL2
100507431	LINC02551
6237	RRAS
79609	VCPKMT
5092	PCBD1
51101	ZC2HC1A
84793	FOXD2-AS1
6541	SLC7A1
55159	RFWD3
7581	ZNF33A
11269	DDX19B
528	ATP6V1C1
94134	ARHGAP12
3725	JUN
56169	GSDMC
23325	WASHC4
51099	ABHD5
55275	VPS53
286101	ZNF252P
6132	RPL8
10695	CNPY3
145165	ST13P4
55422	ZNF331
55279	ZNF654
729966	LOC729966
9927	MFN2
10560	SLC19A2
26090	ABHD12
22989	MYH15
8323	FZD6
339327	ZNF546
84952	CGNL1
10336	PCGF3
100506621	NA
112611	RWDD2A
100129534	LOC100129534
84661	DPY30
160335	TMTC2
60674	GAS5
51015	ISOC1
10163	WASF2
9463	PICK1
10954	PDIA5
874	CBR3
128866	CHMP4B
9960	USP3
128486	FITM2
79812	MMRN2
64760	FHIP2B
56984	PSMG2
8932	MBD2
7745	ZKSCAN8
1756	DMD
84299	MIEN1
1803	DPP4
85446	ZFHX2
23354	HAUS5
6653	SORL1
54856	GON4L
54496	PRMT7
5306	PITPNA
9738	CCP110
57555	NLGN2
57584	ARHGAP21
6509	SLC1A4
157313	CDCA2
8140	SLC7A5
55222	LRRC20
207	AKT1
401647	GOLGA7B
30837	SOCS7
5910	RAP1GDS1
440311	LOC440311
10013	HDAC6
157638	LRATD2
4247	MGAT2
5337	PLD1
374920	ZSWIM9
56655	POLE4
10669	CGREF1
5654	HTRA1
84925	SLC49A4
5093	PCBP1
79670	TUT7
4998	ORC1
4267	CD99
261734	NPHP4
5468	PPARG
9651	PLCH2
84196	USP48
5217	PFN2
348	APOE
79841	AGBL2
8985	PLOD3
130612	TMEM198
56061	UBFD1
26517	TIMM13
57572	DOCK6
645553	IGFL2-AS1
51366	UBR5
9931	HELZ
51367	POP5
257397	TAB3
79754	ASB13
10152	ABI2
7515	XRCC1
9512	PMPCB
9020	MAP3K14
1374	CPT1A
9991	PTBP3
151194	METTL21A
25786	DGCR11
84148	KAT8
440836	ODF3B
101928079	SLC44A3-AS1
488	ATP2A2
55168	MRPS18A
3635	INPP5D
2800	GOLGA1
10772	SRSF10
8533	COPS3
222068	TMED4
8536	CAMK1
1462	VCAN
5550	PREP
100505854	APTR
79990	PLEKHH3
79840	NHEJ1
10325	RRAGB
9553	MRPL33
148362	BROX
3835	KIF22
9817	KEAP1
26263	FBXO22
4595	MUTYH
51478	HSD17B7
92521	SPECC1
5602	MAPK10
124411	KRBOX5
65986	ZBTB10
7403	KDM6A
374666	WASH3P
900	CCNG1
9197	SLC33A1
84282	RNF135
26608	TBL2
56986	DTWD1
286319	TUSC1
4508	ATP6
53917	RAB24
123263	MTFMT
79848	CSPP1
8239	USP9X
10755	GIPC1
9048	ARTN
23473	CAPN7
115992	RNF166
147011	PROCA1
7181	NR2C1
132989	C4orf36
3320	HSP90AA1
55717	WDR11
100131827	ZNF717
89958	SAPCD2
6613	SUMO2
27436	EML4
26267	FBXO10
9722	NOS1AP
9117	SEC22C
3295	HSD17B4
10120	ACTR1B
79726	WDR59
50717	DCAF8
85379	KIAA1671
412	STS
1951	CELSR3
51170	HSD17B11
6595	SMARCA2
79815	NIPAL2
54469	ZFAND6
9725	TMEM63A
80264	ZNF430
2101	ESRRA
129642	MBOAT2
27072	VPS41
5873	RAB27A
85001	MGC16275
6520	SLC3A2
3853	KRT6A
8601	RGS20
100505881	MAGI2-AS3
400073	C12orf76
56255	TMX4
129450	TYW5
63925	ZNF335
6470	SHMT1
125476	INO80C
6617	SNAPC1
8702	B4GALT4
7453	WARS1
619567	SNORD2
105373311	LOC105373311
283349	RASSF3
84142	ABRAXAS1
2135	EXTL2
439931	THAP7-AS1
4781	NFIB
6783	SULT1E1
22880	MORC2
64682	ANAPC1
152100	CMC1
5098	PCDHGC3
201799	TMEM154
23639	DNAAF11
54973	INTS11
84875	PARP10
114879	OSBPL5
205428	DIPK2A
339290	LINC00667
84168	ANTXR1
245973	ATP6V1C2
6546	SLC8A1
8123	PWAR5
10724	OGA
175	AGA
2176	FANCC
122953	JDP2
666	BOK
1182	CLCN3
11112	HIBADH
6282	S100A11
375341	C3orf62
54940	OCIAD1
115677	NOSTRIN
6337	SCNN1A
221264	AK9
139735	ZFP92
340706	VWA2
54431	DNAJC10
8826	IQGAP1
9015	TAF1A
6232	RPS27
284611	EEIG2
284110	GSDMA
4012	LNPEP
442898	MIR324
84923	FAM104A
143458	LDLRAD3
5906	RAP1A
6623	SNCG
7292	TNFSF4
59349	KLHL12
9810	RNF40
29088	MRPL15
58478	ENOPH1
79065	ATG9A
10257	ABCC4
23461	ABCA5
101928483	NALT1
79009	DDX50
92822	ZNF276
57449	PLEKHG5
9813	EFCAB14
79647	AKIRIN1
1387	CREBBP
6778	STAT6
26873	OPLAH
10301	DLEU1
80055	PGAP1
10794	ZNF460
3148	HMGB2
10955	SERINC3
23137	SMC5
5236	PGM1
196394	AMN1
91754	NEK9
51351	ZNF117
55917	CTTNBP2NL
63929	XPNPEP3
7016	TESK1
81539	SLC38A1
80335	WDR82
22938	SNW1
55520	ELAC1
55201	MAP1S
1508	CTSB
51495	HACD3
25879	DCAF13
375757	SWI5
6302	TSPAN31
79577	CDC73
6398	SECTM1
79947	DHDDS
116840	CNTROB
7037	TFRC
4350	MPG
100506314	GPRC5D-AS1
57646	USP28
126695	KDF1
201266	SLC39A11
3608	ILF2
283314	C1RL-AS1
57470	LRRC47
22849	CPEB3
118932	ANKRD22
100130449	GPC1-AS1
55343	SLC35C1
833	CARS1
23483	TGDS
23192	ATG4B
55171	TBCCD1
22916	NCBP2
3460	IFNGR2
23262	PPIP5K2
262	AMD1
86	ACTL6A
27089	UQCRQ
2241	FER
152006	RNF38
9882	TBC1D4
2052	EPHX1
283489	CHAMP1
7764	ZNF217
5747	PTK2
23204	ARL6IP1
54187	NANS
6137	RPL13
84236	RHBDD1
23112	TNRC6B
340385	ZNF517
2329	FMO4
11031	RAB31
26071	RTL8A
64093	SMOC1
10631	POSTN
10540	DCTN2
79993	ELOVL7
6468	FBXW4
51517	NCKIPSD
84232	MAF1
4037	LRP3
149076	ZNF362
2202	EFEMP1
8632	DNAH17
57690	TNRC6C
79709	COLGALT1
85437	ZCRB1
57650	CIP2A
2987	GUK1
26470	SEZ6L2
3925	STMN1
93621	MRFAP1
5311	PKD2
1678	TIMM8A
115294	PCMTD1
401265	KLHL31
10272	FSTL3
115209	OMA1
140862	ISM1
29925	GMPPB
5033	P4HA1
200894	ARL13B
92482	BBIP1
205251	MTLN
7538	ZFP36
54963	UCKL1
10869	USP19
51496	CTDSPL2
100131755	ARMCX4
374918	IGFL1
65991	FUNDC2
384	ARG2
444	ASPH
57704	GBA2
1185	CLCN6
51016	EMC9
54665	RSBN1
254013	ETFBKMT
892	CCNC
221154	MICU2
9816	URB2
1259	CNGA1
55084	SOBP
1672	DEFB1
1788	DNMT3A
91862	MARVELD3
10564	ARFGEF2
55768	NGLY1
100507171	BOLA3-DT
79890	RIN3
9601	PDIA4
256643	BCLAF3
8924	HERC2
400322	HERC2P2
284309	ZNF776
137872	ADHFE1
4130	MAP1A
993	CDC25A
29926	GMPPA
148254	ZNF555
23492	CBX7
91833	WDR20
23529	CLCF1
158234	TRMT10B
27086	FOXP1
84674	CARD6
147991	DPY19L3
6016	RIT1
23637	RABGAP1
23271	CAMSAP2
23097	CDK19
677	ZFP36L1
10172	ZNF256
5321	PLA2G4A
55610	VPS50
1432	MAPK14
2571	GAD1
100128731	OST4
58505	OSTC
65985	AACS
63901	FAM111A
55626	AMBRA1
84961	FBXL20
114885	OSBPL11
11021	RAB35
84335	AKT1S1
9787	DLGAP5
10939	AFG3L2
554203	JPX
8655	DYNLL1
9765	ZFYVE16
51622	CCZ1
81889	FAHD1
5297	PI4KA
389072	PLEKHM3
4249	MGAT5
165055	CCDC138
23392	ECPAS
113829	SLC35A4
90427	BMF
127703	C1orf216
29934	SNX12
2296	FOXC1
200081	TXLNA
23063	WAPL
1528	CYB5A
2107	ETF1
55017	C14orf119
4054	LTBP3
51088	KLHL5
9133	CCNB2
94005	PIGS
9260	PDLIM7
51530	ZC3HC1
6990	DYNLT3
100130357	LOC100130357
6744	ITPRID2
9052	GPRC5A
58533	SNX6
987	LRBA
29982	NRBF2
1445	CSK
283870	BRICD5
4139	MARK1
348793	WDR53
105371730	LOC105371730
349114	LINC00265
55449	DHRS4-AS1
5048	PAFAH1B1
1267	CNP
4763	NF1
3627	CXCL10
5001	ORC5
5707	PSMD1
56413	LTB4R2
23042	PDXDC1
51752	ERAP1
55572	FOXRED1
114799	ESCO1
29117	BRD7
57560	IFT80
646817	SETSIP
4085	MAD2L1
11316	COPE
7541	ZBTB14
353088	ZNF429
65110	UPF3A
6787	NEK4
1647	GADD45A
1822	ATN1
84826	SFT2D3
958	CD40
55208	DCUN1D2
79689	STEAP4
170506	DHX36
644656	LOC644656
51092	SIDT2
4702	NDUFA8
6794	STK11
90417	KNSTRN
53833	IL20RB
166815	TIGD2
642846	LOC642846
29920	PYCR2
79905	TMC7
63926	ANKEF1
440145	MZT1
9919	SEC16A
23287	AGTPBP1
23446	SLC44A1
79657	RPAP3
4946	OAZ1
6932	TCF7
11285	B4GALT7
5424	POLD1
9569	GTF2IRD1
9252	RPS6KA5
4751	NEK2
11124	FAF1
283629	TSSK4
122616	CLBA1
100170229	SRRM5
23469	PHF3
388685	LINC01138
4502	MT2A
9322	TRIP10
6273	S100A2
5893	RAD52
10923	SUB1
8453	CUL2
9487	PIGL
9939	RBM8A
10804	GJB6
22828	SCAF8
3556	IL1RAP
284439	SLC25A42
135932	TMEM139
26013	L3MBTL1
25978	CHMP2B
23195	MDN1
57106	NAT14
6836	SURF4
221120	ALKBH3
143903	LAYN
200916	RPL22L1
64151	NCAPG
135398	C6orf141
8803	SUCLA2
55102	ATG2B
7159	TP53BP2
55200	PLEKHG6
5096	PCCB
3797	KIF3C
9868	TOMM70
93594	TBC1D31
390928	ACP7
388796	SNHG17
246777	SPESP1
493900	TMEM9B-AS1
4087	SMAD2
23552	CDK20
2245	FGD1
4715	NDUFB9
9391	CIAO1
9969	MED13
5699	PSMB10
79886	CAAP1
55616	ASAP3
826	CAPNS1
79602	ADIPOR2
2971	GTF3A
152225	RDUR
56259	CTNNBL1
9214	FCMR
11020	IFT27
6938	TCF12
1659	DHX8
23230	VPS13A
51441	YTHDF2
89932	PAPLN
80323	CCDC68
23521	RPL13A
84301	DDI2
27107	ZBTB11
6136	RPL12
5916	RARG
53344	CHIC1
54795	TRPM4
6730	SRP68
25800	SLC39A6
6045	RNF2
26058	GIGYF2
26085	KLK13
257106	ARHGAP30
285203	EOGT
11070	TMEM115
94104	PAXBP1
54807	ZNF586
253635	GPATCH11
128869	PIGU
389362	PSMG4
3953	LEPR
8289	ARID1A
6710	SPTB
55341	LSG1
9013	TAF1C
4676	NAP1L4
51228	GLTP
25874	MPC2
2534	FYN
29855	UBN1
168002	DACT2
56905	C15orf39
56101	PCDHGB5
5032	P2RY11
23210	JMJD6
7008	TEF
1848	DUSP6
2960	GTF2E1
23031	MAST3
222255	ATXN7L1
80153	EDC3
80301	PLEKHO2
148203	ZNF738
8809	IL18R1
7337	UBE3A
64927	TTC23
64063	PRSS22
8266	UBL4A
63922	CHTF18
10640	EXOC5
192683	SCAMP5
10694	CCT8
6936	GCFC2
55728	N4BP2
27034	ACAD8
54893	MTMR10
55741	EDEM2
7175	TPR
92999	ZBTB47
51506	UFC1
4796	TONSL
92345	NAF1
673	BRAF
51728	POLR3K
3956	LGALS1
2178	FANCE
375616	KCP
5504	PPP1R2
1464	CSPG4
57805	CCAR2
84527	ZNF559
7107	GPR137B
55853	IDI2-AS1
126917	IFFO2
4900	NRGN
57610	RANBP10
206358	SLC36A1
55330	BLOC1S4
1727	CYB5R3
26511	CHIC2
57132	CHMP1B
5884	RAD17
150696	PROM2
1244	ABCC2
2054	STX2
7678	ZNF124
4507	MTAP
245	ALOX12P2
10587	TXNRD2
10274	STAG1
162972	ZNF550
81614	NIPA2
9069	CLDN12
8540	AGPS
51373	MRPS17
8848	TSC22D1
339105	PRSS53
151313	FAHD2B
83608	C18orf21
26151	NAT9
9649	RALGPS1
143279	HECTD2
11279	KLF8
10553	HTATIP2
1984	EIF5A
3014	H2AX
29964	PRICKLE4
808	CALM3
23503	ZFYVE26
1431	CS
53905	DUOX1
84277	DNAJC30
5878	RAB5C
162461	TMEM92
5792	PTPRF
55647	RAB20
56985	ADPRM
124152	IQCK
8604	SLC25A12
199964	TMEM61
7113	TMPRSS2
1163	CKS1B
124512	METTL23
8295	TRRAP
6837	MED22
3077	HFE
3611	ILK
84464	SLX4
9562	MINPP1
10899	JTB
81609	SNX27
1491	CTH
25859	PART1
3600	IL15
64863	METTL4
84795	PYROXD2
8891	EIF2B3
51604	PIGT
8065	CUL5
11231	SEC63
388559	ZNF888
3006	H1-2
30968	STOML2
57621	ZBTB2
5859	QARS1
57496	MRTFB
5435	POLR2F
9791	PTDSS1
663	BNIP2
5580	PRKCD
2643	GCH1
22890	ZBTB1
284837	AATBC
672	BRCA1
79188	TMEM43
10201	NME6
126069	ZNF491
27351	DESI1
7165	TPD52L2
100129482	ZNF37BP
9875	URB1
9874	TLK1
10250	SRRM1
10097	ACTR2
6414	SELENOP
64978	MRPL38
2957	GTF2A1
166336	PRICKLE2
171024	SYNPO2
3136	HLA-H
5325	PLAGL1
57104	PNPLA2
4724	NDUFS4
8515	ITGA10
63934	ZNF667
85459	CEP295
79968	WDR76
145957	NRG4
399694	SHC4
10209	EIF1
331	XIAP
